name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,Recipe
Avial,"Raw banana, elephant foot yam, long beans, tindora, urad dal",vegetarian,30,45,spicy,main course,Kerala,South,"Preparation
Firstly rinse all the veggies with fresh water. Then drain all the water. 
Then peel and chop them in medium to long thick sticks or batons. Keep aside.
For chopped unripe banana, keep them immersed in water so that they do not darken.
Beat 1 cup fresh curd with wired whisk and keep aside.
Making Coconut Paste
In a grinder take 1 cup grated coconut, 1 teaspoon cumin seeds and 2 to 3 green chilies (chopped).
Add ⅓ to ½ cup water and grind to a coarse paste. Keep this coconut paste aside.
Cooking Vegetables
Take the vegetables which take a longer time to cook in a pan or pot. I have added carrots, drumsticks and green beans (french beans) first.
If the drumsticks are very tender then add them later with veggies that take less time to cook. I added at this step as I had drumsticks which take a longer time to cook.
Sprinkle ½ teaspoon turmeric powder and salt as per taste.
Add 1 cup water and stir well.
Cover the pan and keep it on a stove top on medium-low to medium flame.
Simmer till the vegetables are half cooked.
Then add the remaining vegetables which take less time to cook. At this step I have added plantain, mangalore cucumber (field marrow), ash gourd and pumpkin.
Mix it with the remaining half cooked vegetables.
Cover and continue to cook on medium-low to medium flame.
In between do check and if the water dries, you can always add more water.
Simmer till the vegetables are almost cooked.
Making Avial
Add the ground coconut paste.
Mix gently but well.
Let the mixture simmer for some 5 to 7 minutes or till the veggies are completely cooked. They should hold shape. So do not cook them too much. If the mixture becomes dry, then add some water.
When all the veggies are cooked and softened, then reduce the flame to a low. Add the whisked curd.
Mix gently. And simmer for a minute and switch off the flame.
Add 1 to 2 tablespoons coconut oil.
Also add 12 to 15 curry leaves. Mix well. Then cover and let the flavors infuse for 5 minutes.
Serve avial with steamed rice, kerala sambar, pickle and some papadums. It makes for a healthy, filling and satisfying lunch or dinner."
Bisi bele bath,"Split pigeon peas, chana dal, urad dal, green peas, french beans",vegetarian,30,45,spicy,main course,Karnataka,South,"firstly, in a heavy-bottomed pan take ¼ cup coriander seeds, ¼ cup chana dal, 2 tbsp urad dal, 2 tbsp cumin, ½ tsp methi, 2 tbsp sesame and 2 tbsp poppy seeds.
roast on low flame until the spices turn aromatic.
also add ½ tsp pepper, 6 pods cardamom, 2 inch cinnamon, 5 cloves.
roast on low flame without burning the spices.
transfer to the plate to cool completely.
in the pan heat 1 tsp oil and add 20 dried red chilli, few curry leaves and ¼ cup dry coconut.
roast on low flame until the chilli turns crisp.
transfer to the same plate and allow to cool completely.
once the roasted spices are cooled completely, transfer to the mixer jar.
add ½ tsp turmeric and ¼ tsp hing.
blend to a fine powder and homemade bisi bele bath masala powder is ready.
how to make Karnataka style bisibele bath:
firstly, in a pressure cooker take ½ cup toor dal, ½ cup rice, ¼ tsp turmeric and 1 tsp oil.
add 3 cup of water and pressure cook for 5 whistles. keep aside.
in a large kadai heat 2 tbsp oil, 2 tbsp ghee and splutter 1 tsp mustard, 2 dried red chilli, pinch hing, 2 tbsp peanuts and few curry leaves.
add ½ onion and saute slightly.
now add 1 carrot, 1 potato, 2 tbsp peas, 5 beans, ½ tomato, ½ tsp turmeric and ½ tsp salt.
saute for 2 minutes, or until the vegetables soften slightly.
now add 3 cup water and boil for 10 minutes or until the vegetables are cooked well.
further, add ½ cup tamarind extract and boil well.
add 3 tbsp bisi bele bath masala, 1 tsp chilli powder and 1 tsp salt.
saute until the spices are well cooked.
add cooked rice-dal, 1 tsp salt, 2 cup water and mix well adjusting the consistency.
cover and simmer for 10 minutes, or until the flavours are absorbed well.
now pour the fried cashew and mix well. i have fried 2 tbsp cashew in 2 tsp ghee until the cashew turn crunchy.
finally, enjoy bisi bele bath recipe with boondi and raita."
Currivepillai sadam,"Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"firstly, prepare the masala powder by heating 2 tsp oil and add 1 tbsp urad dal, 1 tbsp chana dal.
also add ½ tsp coriander seeds and ½ tsp jeera / cumin. roast until the dal turns golden brown.
further add 3 dried red chilli, 2 tbsp dry coconut, small ball sized tamarind and continue to roast on low flame.
now add ½ cup curry leaves and roast on low flame.
roast until the curry leaves turn crisp.
cool the spices completely and transfer to the small blender.
blend to smooth powder without adding any water. curry leaves masala powder ready.
now in a large kadai heat 3 tsp oil and add 1 tsp mustard, 1 dried red chilli, pinch hing and few curry leaves.
also add 2 tbsp peanuts and splutter the tempering.
further add 2 cup cooked rice. make sure to use leftover rice or cool the rice completely.
also add prepared masala powder and 1 tsp salt.
mix well making sure the spice powder is combined well.
further add 2 tbsp water and mix gently.
cover and simmer for 3 minutes, or until the flavours are absorbed completely.
finally, enjoy curry leaves rice recipe with raita."
Dosa,"Chana dal, urad dal, whole urad dal, blend rice, rock salt",vegetarian,360,90,spicy,snack,-1,South,"Soaking Lentils And Rice
In a bowl take the idli rice or parboiled rice along with the regular white rice. Instead of adding regular rice, you can also make the dosa with a total of 1 cup idli rice as I have shown in the video. The video has the recipe ingredients doubled in proportion.
To the same bowl, add urad dal and fenugreek seeds.
Rinse the rice, lentils and methi seeds together a couple of times and keep aside.
In a separate bowl, take the flattened rice.
Rinse it once or twice in water and then add rinsed flattened rice to the bowl containing the rinsed rice+lentils+methi seeds.
Pour 1.5 cups water. Mix. Cover with a lid and soak everything for 5 to 6 hours.
Making Dosa Batter
Drain all the water and add the soaked ingredients in a wet grinder jar.
Add ⅔ to ¾ cup water and grind till you get a fine grainy consistency of rice in the batter. A smooth consistency of batter is also fine. 
If the mixer gets heated up, then stop and wait for some minutes. When the mixer cools down, grind again. Depending on the jar capacity, you can grind everything once or in two batches. I ground in two batches and added overall ¾ cup water.
Now take the batter in a large bowl or pan.
Add ½ tsp rock salt. Mix very well. Cover and allow to ferment for 8 to 9 hours or more. Time of fermentation will vary depending on the temperature conditions.
A proper fermentation will double or triple up the volume of the batter and you will see tiny air pockets in the batter with a light sour aroma.
Now lightly stir the batter, before you begin to make dosa.
Making Dosa
Heat a cast iron pan. When the pan becomes hot, spread ¼ to ½ teaspoon oil all over the pan. Do keep the heat on low to low-medium heat, so that you are easily able to spread the batter. If the pan base is very thick, then keep the flame to medium.
Do not spread oil if you are using a non stick pan, as you won’t be able to spread the batter.
Now take a ladle full of the batter. Pour the dosa batter and gently spread the batter starting from the center and moving outwards.
Cover it with a lid and cook the dosa on a low to medium heat. Do regulate the flame as per the pan size and thickness.
When you see the batter on the top has cooked well and the bottom has become crisp and golden, then sprinkle ¼ to ½ teaspoon oil on the edges and center.
With the spoon spread the oil on the dosa.
Cook till the base is nicely golden and crisp. The base will leave the pan and the sides will also get separated when it gets cooked.
Fold and serve sada dosa hot. Make all dosai this way.
Serve these crisp plain dosa with sambar or potato masala or coconut chutney."
Idiappam,"Rice flour, hot water, grated coconut",vegetarian,120,30,spicy,snack,Tamil Nadu,South,"Preparation
Before you begin making the dough, grease oil on an idli pan or a steamer pan and keep ready. 
If you have banana leaves then cut them in squares and place them on the idli moulds. Grease the banana leaves with some oil.
Roasting Rice Flour For Idiyappam Recipe
Heat a kadai or pan. Keep the flame to a low and add 1 cup rice flour (130 grams).
On a low flame stirring often roast the rice flour for 4 to 5 minutes. You don't need to brown the flour. Its just lightly roasted and this helps in making soft idiyappams.
Continue to stir and roast till you see steam coming from the rice flour.
When you see steam appearing from the rice flour, then switch off the flame. Remove the rice flour in a mixing bowl or pan.
Kneading Dough For Idiyappam
In the same kadai or pan in which rice flour was roasted, add 1.25 to 1.3 cups water.
Add ¼ teaspoon salt.
Let the water come to a boil. The water has to be hot but should not be very hot. Do not allow it to come to a rolling boil. When you see tiny bubbles appearing in the water and it begins to start boiling, thats the time you switch off the flame.
Then add the hot water in the rice flour.
Begin to mix with a spoon or spatula. mix very well.
Keep on mixing and when the heat is tolerable then you can begin to knead. If you cannot knead then wait for 1 to 2 minutes and when the heat can be tolerated then start kneading. Do note that the dough has to be hot when you knead.
Knead to a smooth and soft dough. If the dough looks dry then you can sprinkle some warm water on it and continue to knead. If the dough become sticky then add a few tablespoons rice flour and knead.
Making Idiyappam
Take the disc meant for making the idiyappam and spread some water or oil on it.
Also before you start making idiyappam, heat 2 cups water in a pan or pressure cooker and let it come to a boil. Keep water on low to medium flame.
Divide the dough into 2 to 3 portions. Prepare a log from one portion and place it in the idiyappam/murukku maker. Grease the idiyappam maker with some oil or water before you place the dough in it. Cover the rest of the dough with a kitchen napkin so that they don't dry out.
Now begin to press the idiyappam/murukku maker directly on the idli moulds in a concentric round circle.
Form one roundel of the idiyappam.
While making idiyappams, the dough has to be hot or warm.
This way continue to make idiyappams on all the idli moulds.
Sprinkle some grated coconut on top of each idiappam. Coconut is optional and can be skipped. Alternatively you can sprinkle fresh grated coconut and sugar just before serving.
Now place the idli stand in the pan.
Cover pan with a lid. If using pressure cooker, then remove the whistle (vent weight) and cover the cooker.
On medium to high flame steam idiyappams for 9 to 10 minutes. After they are cooked well, switch off the flame and let the idiyappams be inside the steamer pan for 1 to 2 minutes.
Then remove the idli stand from the pan. Remove the idiyappams with a spatula and serve the idiyappam. 
If you have used banana leaves then you just need to pick up the banana leaves and serve. If not serving immediately then place the idiappam in a casserole so that they stay warm.
Serve idiyappam or nool puttu with veg korma, potato korma, mushroom korma, veg stew or potato stew or jaggery sweetened coconut milk."
Idli,"Split urad dal, urad dal, idli rice, thick poha, rock salt",vegetarian,360,90,spicy,snack,-1,South,"Soaking Rice And Lentils
Pick and rinse both the regular rice and parboiled rice.
Rinse the poha and add to the rice.
Add water. Mix well. Cover and keep the rice + poha to soak for 4 to 5 hours.
In a separate bowl, rinse the urad dal and methi seeds a couple of times.
Soak the urad dal with methi seeds separately in water for 4 to 5 hours.
Making Idli Batter
Drain the soaked urad dal. Reserve the water.
Grind the urad dal, methi seed with ¼ cup of the reserved water for some seconds. Then add remaining ¼ cup water. Grind till you get a smooth and fluffy batter.
Remove the urad dal batter in a bowl and keep aside.
Grind the rice in batches to make a smooth batter.
Mix both the batters together in a large bowl or pan. Add salt and mix well.
Cover and let the batter ferment for 8 to 9 hours or more if required.
After the fermentation process is over, the idli batter will become double in size and rise.
Steaming Idli
Grease the idli moulds.
Pour the batter in the moulds and steam the idli in a pressure cooker or steamer.
If using pressure cooker remove the vent weight (whistle).
Steam for 12 to 15 mins or until the idli is done.
Serve the steaming hot idli with coconut chutney and sambar.
Remaining batter can be stored in the refrigerator for a couple of days."
Kanji,"Carrot, yellow mustard, red chilli, black salt",vegetarian,10,45,-1,snack,Kerala,South,"Rinse and then peel the carrots and beetroots.
Note that you can use orange carrots, if you do not have red carrots. If you are not a fan or beets, skip them and swap with 1 more medium-sized carrot.
Chop into 1.5 to 2 inches long sticks or batons.
First boil water and let it cool at room temperature. Cover the pan when the water cools.
In a clean ceramic or glass jars with a wide mouth, add the carrots, beets, ground yellow mustard powder, black salt, pink salt or regular salt and red chili powder or cayenne.
Mix all the ingredients with a clean dry spoon.
Cover with loosely with a lid or secure and tie a muslin cloth/cheese cloth on the top of the jar or bottle. Keep the jars in the sun for 2 to 3 days or up-to 4 to 5 days depending on the sunlight in your area.
For an intense and strong sunlight, about 1 to 2 days is good enough for fermentation. When there are cloudy days and less sunlight, 4 to 5 days will work. But do ensure that your kanji drink is fermented well. Do not keep so long that will make your drink over fermented.
Stir with a wooden spoon or shake the jar everyday.
When the kanji tastes sour, it means the drink is fermented.
Serve carrot kanji straightway or refrigerate. It stays good in the fridge for about 4 to 5 days.
You could add a few ice cubes while serving or refrigerate to make it cold before serving.
Drink the kanji before meals or anytime during the day. Serve the fermented carrot and beets sticks as a pickle condiment with any Indian main course.
The sour-tangy carrots and beets can be included in a salad or add as toppings to your wraps, burgers or sandwiches."
Kaara kozhambu,"Sesame oil, drumstick, tamarind paste, sambar powder, tomato",vegetarian,-1,-1,spicy,main course,Tamil Nadu,South,"Soak the tamarind in warm water and squeeze out the juice and keep it aside

Lets first prepare the kara kuzhambu masala paste. Heat a teaspoon of oil in a pan. Add red chillies, coriander seeds, bengal gram dal, cumin seeds, fennel seeds and fry till dal turns golden brown.

Then add another tsp of oil and add the grated coconut. Fry till coconut turns light brown. Take it to mixer jar.

Add shallots and tomato and sauté till tomato is soft. Take it to mixer jar.

Allow all these roasted ingredientsto cool and grind it to a smooth paste and set this paste aside.

Heat 2 tbsp of oil in a pan. Add sundakkai vathal (dry turkey berry) and fry it till it turns golden brown and set it aside.

Add 2 tablespoon of gingerly oil to the pan. When the oil is hot, add mustard seeds and allow it to sputter. Add bengal gram dal,fenugreek seeds and broken red chili and fry till the dal turns golden brown.

Add curry leaves. Then, add shallots and saute till shallots are transparent.

Next, add chopped tomatoes and saute till the tomato becomes mushy. Now add tamarind extract along with turmeric and salt and allow it to boil till its raw smell goes off. It would take around 5 mins.

Then add the ground kara kuzhambu spice paste and mix well. Adjust the consistency of the kuzhambu by adding water. Allow the kuzhambu to boil in low flame for 5 minutes.

Finally add the roasted sundakkai vathal and cook for another minute and then switch off the flame.

Serve the delicious Kara Kuzhambu with hot steaming rice and enjoy the Hotel Style Kara Kuzhambu. "
Keerai kootu,"Moong dal, chana dal, spinach, urad dal, coconut oil",vegetarian,20,30,spicy,main course,Tamil Nadu,South,"firstly in a pressure cook take ½ cup moong dal, ¼ tsp turmeric, 1 tsp oil and 1½ cup water.
pressure cook for 2 whistles or until dal is cooked completely.
now prepare the kootu masala paste by taking ½ cup coconut, 1 tbsp cumin, ½ tsp pepper, 3 dried red chilli.
blend to smooth paste adding ¼ cup water. keep aside.
in a large kadai, take 3 cup palak, ¼ tsp turmeric, 1 tsp salt and 3 clove garlic.
cover and boil for 5 minutes adding 3 cup water.
now add the prepared coconut masala paste and mix well.
boil for 3 minutes or until the raw flavour of coconut is disappeared.
now add in cooked moong dal and mix well.
adjust the consistency adding water if required.
simmer for 5 minutes or until the flavours are absorbed well.
prepare the tempering by heating 2 tsp coconut oil and splutter 1 tsp mustard, 1 tsp urad dal, pinch hing and 1 dried red chilli.
pour the tempering over kootu and mix well.
finally, enjoy keerai kootu with hot steamed rice."
Keerai masiyal,"Urad dal, curry leaves, sugar, mustard seeds, spinach",vegetarian,-1,-1,spicy,main course,Tamil Nadu,South,"Cooking keerai for masiyal
Pick the keerai leaves from the bunch and wash them thoroughly. Usually the greens have loads of mud and dirt. It is very important to clean the leaves very well before using in the recipe.
Take the leaves in a pressure cooker. We add 2 tablespoons moong dal or green gram in this recipe. You can leave out if you do not prefer adding lentils. Add just 1/4 cup water and pressure cook for 4 whistles.
Once the pressure settles open the cooker and mash the greens very well. At this point you can use a hand blender or mixer for very smooth keerai masiyal.
Season with salt and mix well. Add salt only at this stage. Keerai shrinks enormously on cooking. So if salt is added initially the masiyal will be very salty.
To temper keerai masiyal
heat oil or ghee in a small pan. Tempe with urad dal, cumin seeds and dried red chilies.
Add to the prepared keerai and mix well. Serve keera kadiyal hot with rice."
Keerai sadam,"Greens, tomato, mustard seeds, fenugreek seeds",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"take one cup of rice and cook it with 1 & ½ water and keep aside. If you are using leftover rice you can proceed to the recipe.
clean and wash the palak and then add it to a mixie jar, add 2 green chilies, 1-inch ginger, 1 tsp lime juice and grind it to a fine puree.
heat the pan and add the tempering ingredients and roast them well. now add in the ground puree and let it cook for a min.
add salt and a tsp ghee, combine well.
now add in the rice and mix well with palak gravy and toss it for a min in high flame.
palak rice is ready to serve.
very good lunch box recipe does try these kids love it. serve this with potato fry or any roast."
Keerai poriyal,"Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili",vegetarian,20,30,spicy,main course,Tamil Nadu,South,"PREPARATION

Finely chop the spinach and clean it thoroughly. Strain in a strainer to avoid excess water

Grind the grated coconut along with cumin seeds and red chilli in a mixer without adding any water
LET'S START PREPARING KEERAI THORAN

Heat the pan, add oil and once the oil becomes hot, add the mustard seeds and when the mustard seeds start to sputter add urdhal and fry it till the dhal becomes golden brown color. 

Add the broken red chilli and strained spinach and add turmeric powder and salt cook it till it becomes soft

Add the ground grated coconut to the keerai and mix well. Stir-fry for a minute and then remove from flame.

The yummy Keerai Poriyal(Spinach Poriyal)/Keerai Thuvaran is ready to Serve"
Beef Fry,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder",non vegetarian,10,60,spicy,main course,Kerala,South,"Clean and cut beef into cube shaped pieces (preferably soup cut).
Cook the beef in a pressure cooker with salt, pepper powder, meat masala, and a little water just enough to cover the meat. Pressure cook for 2 whistles and then remove the cooker from the flame. Allow it to rest until the pressure goes off. Keep aside.
Heat oil in a pan and splutter mustard seeds. Add curry leaves, sliced shallots, green chilies, and a little salt. Saute until the onions turn translucent.
Add ginger garlic paste, saute for a minute until the smell resides.
Add spice powders; chili, coriander, turmeric, garam masala, and mix well. Make sure to turn the heat to a low while adding the spice powders, so that it does not burn.
Remove the lid from the pressure cooker and transfer the cooked beef with the remaining water to the pan, mix well with the masala and cook on a medium flame until the gravy dries out. Stir the gravy occasionally while cooking, to prevent it from sticking to the bottom of the pan. Add salt as needed.
Meanwhile, heat a little oil in another pan and fry the coconut bites. As it starts to brown, add curry leaves and fry it along with the coconut bites until browned. Keep aside.
When the gravy dries out, reduce the flame to a low and saute the beef in the pan for 10-15 minutes. Add the fried curry leaves and coconut bites, and mix well together. Scrape the sides of the pan, toss until the meat is brown -black and dried out completely.
Serve hot with Rice, Porotta, Appam, Naan, or any other bread."
Kootu,"Chana dal, urad dal, potato, beans, peas",vegetarian,10,15,spicy,main course,Tamil Nadu,South,"Making Cabbage Kootu
Rinse ½ cup moong dal a couple of times in water. Then add the lentils in a thick bottomed pot or pan.
Next add 1 to 2.5 cups chopped cabbage. Also add ¼ teaspoon turmeric powder and 2 to 2.25 cups water.
Place the pan on a stove top. Cover it with a lid.
Simmer on a medium or low-medium flame till both the moong dal and the lentils are cooked.
Do check and stir at intervals, while the cabbage and dal is cooking. If required you can add more water.
While the cabbage and moong lentils are cooking, you can prepare the coconut paste. Take ¼ cup grated coconut, 1 to 2 green chilies, 1 teaspoon cumin seeds in a chutney grinder jar. Add 2 to 3 tbsp water for grinding. For spicy taste, add 3 to 4 green chilies.
Grind to a smooth paste. Cover and keep aside.
The moong lentils need to be softened well and become mushy. Mash the moong lentils with a spoon. There should not be any separately visible moong dal. Cooking moong dal and cabbage takes about 40 to 45 minutes on a low-medium flame.
Now add the ground coconut paste. Season with salt.
Mix very well. Add some water at this step if the dal looks very thick.
Simmer on a low flame for 4 to 5 minutes. Do stir at intervals so that the dal does not stick to the bottom of the pan.
Then add 2 teaspoons rice flour. Rice flour is optional and you can skip if you want. Rice flour is used for thickening.
Mix very well and cook the kootu for 5 to 6 minutes till the dal comes to a gentle boil. do stir while dal is cooking, so that the lentils do not stick to the base of the pan. Switch off the flame and cover the pan.
Tempering For Cabbage Kootu
Heat 1 tablespoon coconut oil. Then add ½ teaspoon mustard seeds and ½ teaspoon urad dal. Fry till the mustard seeds crackle and the urad dal turns golden. Instead of coconut oil, you can also use sesame oil (gingelly oil) or peanut or sunflower oil.
Then add 10 to 12 curry leaves and a pinch of asafoetida. Stir and then switch off the flame.
Pour the tempered ingredients in the cabbage kootu. Cover the pan for 5 minutes so that the tempering flavours infuse in the kootu.
Then add 2 tablespoons chopped coriander leaves. Mix well. Coriander leaves are optional and you can skip if you do not have.
Serve cabbage kootu with steamed rice."
Kos kootu,"Moong dal, chana dal, cabbage, tamarind, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"Making Cabbage Kootu
Rinse ½ cup moong dal a couple of times in water. Then add the lentils in a thick bottomed pot or pan.
Next add 1 to 2.5 cups chopped cabbage. Also add ¼ teaspoon turmeric powder and 2 to 2.25 cups water.
Place the pan on a stove top. Cover it with a lid.
Simmer on a medium or low-medium flame till both the moong dal and the lentils are cooked.
Do check and stir at intervals, while the cabbage and dal is cooking. If required you can add more water.
While the cabbage and moong lentils are cooking, you can prepare the coconut paste. Take ¼ cup grated coconut, 1 to 2 green chilies, 1 teaspoon cumin seeds in a chutney grinder jar. Add 2 to 3 tbsp water for grinding. For spicy taste, add 3 to 4 green chilies.
Grind to a smooth paste. Cover and keep aside.
The moong lentils need to be softened well and become mushy. Mash the moong lentils with a spoon. There should not be any separately visible moong dal. Cooking moong dal and cabbage takes about 40 to 45 minutes on a low-medium flame.
Now add the ground coconut paste. Season with salt.
Mix very well. Add some water at this step if the dal looks very thick.
Simmer on a low flame for 4 to 5 minutes. Do stir at intervals so that the dal does not stick to the bottom of the pan.
Then add 2 teaspoons rice flour. Rice flour is optional and you can skip if you want. Rice flour is used for thickening.
Mix very well and cook the kootu for 5 to 6 minutes till the dal comes to a gentle boil. do stir while dal is cooking, so that the lentils do not stick to the base of the pan. Switch off the flame and cover the pan.
Tempering For Cabbage Kootu
Heat 1 tablespoon coconut oil. Then add ½ teaspoon mustard seeds and ½ teaspoon urad dal. Fry till the mustard seeds crackle and the urad dal turns golden. Instead of coconut oil, you can also use sesame oil (gingelly oil) or peanut or sunflower oil.
Then add 10 to 12 curry leaves and a pinch of asafoetida. Stir and then switch off the flame.
Pour the tempered ingredients in the cabbage kootu. Cover the pan for 5 minutes so that the tempering flavours infuse in the kootu.
Then add 2 tablespoons chopped coriander leaves. Mix well. Coriander leaves are optional and you can skip if you do not have.
Serve cabbage kootu with steamed rice."
Koshambri,"Moong dal, cucumber, curry leaves, green chili, lemon juice",vegetarian,10,20,spicy,main course,Karnataka,South,"Making Kosambari Salad
Firstly rinse ¼ cup moong lentils a couple of times in water. Then soak the lentils for 1 to 2 hours. If in a hurry, then you can soak moong lentils in hot water for 30 minutes.
Later drain all the water very well and add the soaked moong lentils in a bowl.
Add 1.5 finely chopped cucumber, 3 tablespoons fresh grated coconut, 2 tablespoons coriander leaves and 1 green chili (chopped). Instead of green chilies, you can use black pepper powder.
Squeeze some lemon juice. You can add lemon juice less or more as per your requirements.
Mix everything very well.
For Tempering Kosambari Salad
Heat 2 teaspoon oil in a small pan and then add ½ teaspoon mustard seeds. Let the mustard seeds crackle. Keep the flame to a low. You can also add red chili in the tempering.
Once the mustard seeds crackle, add 5 to 6 curry leaves and a pinch of asafoetida. Stir and then switch off the flame.
Pour the tempering mixture in the salad. Mix very well. If making for family, you can refrigerate the salad and then serve later. Add salt before serving as if added earlier, the cucumber releases water.
Add salt as required. Mix very well.
Serve kosambari salad as a side salad with your meals."
Kothamali sadam,"Chana dal, urad dal, gooseberry, raw rice, curry leaves",vegetarian,10,20,spicy,main course,Tamil Nadu,South,"In a mixie jar add the coriander leaves, green chili, little salt, lemon juice, 1 tbsp water and sugar.
We are adding sugar to retain the color of the coriander leaves. If you don’t want feel free to skip it.
Grind this into a smooth paste.
Put the ground paste in a tea strainer for 5 minutes, to remove the extra water.
You can use this water while making rasam or add this to a ladle of dosa batter or add this while making chapati dough.
In a wide bowl add the rice and 1 tsp sesame oil and salt.
Spread this and allow this to cool completely.
In a pan add 3 tsp oil and 1 tsp ghee.
Add the mustard seeds, urad dal and red chili.
Saute this till the urad dal becomes golden brown.
Add the cashew nuts and saute till it gets roasted.
Switch off and add the curry leaves.
Add the coriander paste to the rice.
Add this tempering to the rice.
Mix well gently and evenly without mashing the rice.
Kothamalli sadam | coriander rice is ready.
Serve with aviyal or appalam or vadam."
Kuzhakkattai,"Sesame oil, raw rice, jaggery, grated coconut",vegetarian,10,90,spicy,main course,Tamil Nadu,South,"how to make thengai poorna stuffing:
firstly, in a large kadai take 1 cup jaggery and ¼ cup water. stir until the jaggery melts completely.
now add 2 cup coconut and mix well.
continue to cook until the mixture starts to separate the pan and holds the shape slightly.
further, add ¼ tsp cardamom powder and 1 tsp ghee. mix well.
finally, thengai poorna is ready for stuffing. keep aside.
how to make dough for kozhukattai:
firstly, in a saucepan take 2 cup water and ½ tsp ghee.
mix well and get to a rolling boil. keep aside.
in a large bowl take 2 cup rice flour and ¼ tsp salt. mix well.
now add hot water in batches and mix well.
add the water until the flour turns moist.
now start to knead the dough sprinkling water if requried.
knead for 5 minutes or until the dough turns soft.
kozhukattai dough is ready. wet your hand and knead if the dough seems dry.
how to shape kozhukattai:
firstly, to prepare modak shape, pinch a ball sized dough and with the help of both thumbs start pressing the edges and create a dent in the centre.
now place a ball sized coconut stuffing in the centre.
bring the edges together and seal by pressing.
now prepare the modak shaped kolukattai.
to prepare half-moon shaped, place a ball sized dough on the greased banana leaf.
press as this as possible.
now place the coconut stuffing and fold half.
seal the sides and half-moon shaped kolukattai is ready to steam.
to prepare round ball-shaped, take ball sized rice flour dough and flatten on the palm.
place the coconut stuffing and roll into a round ball. ready to steam.
to prepare star and flower-shaped modak, cut using a cookie maker.
place the modak in steamer leaving gaps in between.
cover and steam the modak for 10 minutes or till the shiny texture appears on them.
finally, offer kozukkattai to lord ganesha and celebrate ganesh chathurthi."
Kuzhambu,"Pearl onions, urad dal, drumsticks, tomato, curry leaves",vegetarian,5,30,spicy,main course,Tamil Nadu,South,"Preparation For Veg Kuzhambu Recipe
Heat a small pan and add the following spices - 3 tsp coriander seeds, 1/4 tsp fenugreek seeds, 1/4 tsp black pepper, 1/2 tsp cumin seeds
Stirring often, dry the roast spices till fragrant. Keep aside and allow the roasted spices to cool.
Meanwhile in a small bowl, soak 1/2 tbsp tightly packed tamarind soaked in 1/2 cup of hot water for 30 minutes.
Add the roasted spices in a grinder jar along with 1/2 cup grated coconut or chopped coconut
Add 1/2 to 2/3 cup water and grind to a smooth paste. Keep aside.
Quarter the brinjals and keep them in soaked salted water for 15 to 20 minutes. Also chop the other veggies.
Making Veg Kuzhambu
Heat 2 tbsp oil in a pan.
Lower the flame and add 1/2 tsp mustard seeds & 1 tsp urad dal.
On a low flame crackle the mustard seeds and brown the urad dal.
Add the 9 to 10 pearl onions or shallots and curry leaves. Stir and saute for a minute.
Then add chopped tomato. Stir and saute till the tomatoes soften.
Add the chopped veggies. Add 1/4 tsp turmeric powder and 1/2 tsp red chili powder.
Stir well and saute the veggies for a minute or two.
Making Veg Kuzhambu Gravy
Add 1.5 cups water. Also add salt as required.
Stir and cover the pan. On a low to medium flame simmer the veggies, till they are almost cooked.
Squeeze the tamarind extract from the soaked tamarind.
Once the veggies are cooked, add the tamarind extract.
Add the ground coconut and roasted spice paste. Stir very well.
Simmer veg kuzhambu gravy for 7 to 8 minutes on a low flame without the lid.
Serve vegetable kuzhambu with steamed rice or even with idli or dosa."
